longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-118.44,34.21,37,1665,343,4.8703,185100,<1H OCEAN
-118.44,34.21,41,1440,322,2.875,168600,<1H OCEAN
-118.44,34.22,41,1582,378,2.825,168600,<1H OCEAN
-118.43,34.22,34,2300,455,4.2656,233700,<1H OCEAN
-118.43,34.21,17,3667,1054,2.425,175500,<1H OCEAN
-118.43,34.22,36,1372,306,3.6618,187300,<1H OCEAN
-118.4,34.22,43,1220,230,3.6442,186300,<1H OCEAN
-118.4,34.21,30,2453,506,2.9803,191500,<1H OCEAN
-118.41,34.21,35,2215,446,4.0167,193200,<1H OCEAN
-118.4,34.21,45,972,187,4.8194,181300,<1H OCEAN
-118.4,34.22,36,2557,491,3.6591,183800,<1H OCEAN
-118.4,34.23,37,1404,274,4.0049,190000,<1H OCEAN
-118.38,34.25,38,983,170,4.8816,231500,<1H OCEAN
-118.37,34.24,40,1283,236,4.1121,229200,<1H OCEAN
-118.37,34.23,32,1444,311,3.6,164600,<1H OCEAN
-118.37,34.22,17,1787,448,3.5521,151500,<1H OCEAN
-118.38,34.24,38,125,29,1.3594,158300,<1H OCEAN
-118.4,34.24,35,2552,503,4.775,179500,<1H OCEAN
-118.39,34.23,18,3405,795,3.0083,181900,<1H OCEAN
-118.39,34.23,43,1193,320,2.1518,161600,<1H OCEAN
-118.4,34.23,36,1643,337,4.1181,172700,<1H OCEAN
-118.41,34.21,35,2830,524,5.35,210500,<1H OCEAN
-118.41,34.21,35,1789,267,5.592,239900,<1H OCEAN
-118.39,34.22,40,712,155,3.695,165200,<1H OCEAN
-118.39,34.22,35,1790,345,5.0818,186800,<1H OCEAN
-118.39,34.21,32,1869,432,3.6845,178500,<1H OCEAN
-118.39,34.21,14,2807,803,2.6667,172400,<1H OCEAN
-118.38,34.22,20,1176,318,2.375,177700,<1H OCEAN
-118.38,34.21,35,1468,300,3.7708,170600,<1H OCEAN
-118.38,34.21,33,1981,466,3.0833,179100,<1H OCEAN
-118.42,34.22,34,3004,568,4.1857,198600,<1H OCEAN
-118.42,34.21,29,2893,540,5.1586,237400,<1H OCEAN
-118.42,34.2,34,161,33,1,187500,<1H OCEAN
-118.42,34.23,34,1531,274,5.6687,207300,<1H OCEAN
-118.37,34.21,36,1392,303,3.1563,176400,<1H OCEAN
-118.37,34.21,36,2080,484,4.2875,176600,<1H OCEAN
-118.37,34.21,34,2272,484,3.7143,175700,<1H OCEAN
-118.37,34.22,11,2127,530,2.9028,174100,<1H OCEAN
-118.38,34.22,32,362,102,2.2679,150000,<1H OCEAN
-118.36,34.23,15,2485,670,2.8333,183200,<1H OCEAN
-118.36,34.22,37,1512,351,3.7663,160300,<1H OCEAN
-118.35,34.22,41,1560,389,3.025,154300,<1H OCEAN
-118.36,34.21,41,337,50,1.8929,152900,<1H OCEAN
-118.38,34.21,42,715,158,3.8,169500,<1H OCEAN
-118.38,34.2,23,4138,1068,3.0125,181700,<1H OCEAN
-118.39,34.2,17,2594,973,2.0348,177200,<1H OCEAN
-118.37,34.21,33,2034,423,3.7455,159600,<1H OCEAN
-118.37,34.2,34,2199,597,2.9861,171800,<1H OCEAN
-118.38,34.21,38,1363,405,2.3182,171200,<1H OCEAN
-118.37,34.2,33,1438,306,2.8917,170400,<1H OCEAN
-118.36,34.19,11,2921,664,4.1445,176400,<1H OCEAN
-118.36,34.18,34,1471,386,2.9583,188700,<1H OCEAN
-118.36,34.18,36,2233,599,2.8784,194900,<1H OCEAN
-118.37,34.18,33,1829,500,3.1629,198900,<1H OCEAN
-118.37,34.19,19,2890,705,2.6696,185100,<1H OCEAN
-118.39,34.19,41,2000,461,3.0491,192000,<1H OCEAN
-118.39,34.19,23,1875,657,2.0968,162500,<1H OCEAN
-118.39,34.2,19,2012,731,2.2234,181300,<1H OCEAN
-118.37,34.19,41,2924,836,2.1,171600,<1H OCEAN
-118.38,34.19,37,1434,404,2.4375,176300,<1H OCEAN
-118.38,34.2,32,993,248,2.4306,187500,<1H OCEAN
-118.4,34.2,13,4859,1200,3.6875,211900,<1H OCEAN
-118.4,34.19,37,934,230,3.625,181300,<1H OCEAN
-118.4,34.2,30,2392,609,2.8424,226400,<1H OCEAN
-118.4,34.19,35,2180,574,3.0395,191300,<1H OCEAN
-118.41,34.19,39,1169,247,4.1429,200000,<1H OCEAN
-118.41,34.2,32,2734,610,3.5164,217200,<1H OCEAN
-118.42,34.2,24,3148,839,1.9549,221500,<1H OCEAN
-118.41,34.19,42,779,148,3.9792,193800,<1H OCEAN
-118.42,34.19,34,2622,573,3.338,222500,<1H OCEAN
-118.42,34.2,27,3201,948,2.2377,231700,<1H OCEAN
-118.43,34.2,28,3386,737,3.0221,290100,<1H OCEAN
-118.42,34.19,33,3353,775,2.2589,269700,<1H OCEAN
-118.42,34.19,33,3285,786,2.6165,230800,<1H OCEAN
-118.42,34.18,27,3760,812,3.1551,225600,<1H OCEAN
-118.42,34.18,31,2887,637,3.6745,335500,<1H OCEAN
-118.42,34.18,30,1323,333,3.3594,202200,<1H OCEAN
-118.43,34.18,33,2717,597,3.9099,267500,<1H OCEAN
-118.43,34.18,31,2417,507,3.8906,282200,<1H OCEAN
-118.42,34.18,40,1013,166,5.7143,382400,<1H OCEAN
-118.41,34.19,45,1106,228,3.6625,190700,<1H OCEAN
-118.41,34.18,43,1840,323,4.7171,237900,<1H OCEAN
-118.41,34.18,30,2008,496,3.0119,262200,<1H OCEAN
-118.41,34.19,37,1993,400,2.8021,224600,<1H OCEAN
-118.4,34.19,30,521,129,4.1125,216700,<1H OCEAN
-118.4,34.19,35,1631,368,3.6007,261800,<1H OCEAN
-118.4,34.18,32,3724,791,3.5711,312700,<1H OCEAN
-118.4,34.17,27,3588,871,3.4013,286000,<1H OCEAN
-118.39,34.19,25,3794,876,2.9982,204200,<1H OCEAN
-118.39,34.18,42,1957,414,2.9327,240200,<1H OCEAN
-118.39,34.17,26,3345,773,3.3516,241500,<1H OCEAN
-118.39,34.18,44,477,112,3.3906,223800,<1H OCEAN
-118.39,34.19,36,904,191,2.4167,192900,<1H OCEAN
-118.4,34.16,45,1176,228,2.3333,364700,<1H OCEAN
-118.4,34.16,35,1354,262,3.8056,384700,<1H OCEAN
-118.4,34.16,34,2638,551,4.2989,364700,<1H OCEAN
-118.41,34.16,32,3060,510,6.3703,465800,<1H OCEAN
-118.41,34.17,35,2027,402,4.692,330900,<1H OCEAN
-118.38,34.19,42,1308,302,2.7379,181500,<1H OCEAN
-118.38,34.18,40,2079,526,3.0061,190800,<1H OCEAN
-118.38,34.18,27,4834,1432,2.1449,165300,<1H OCEAN
-118.38,34.18,24,1983,574,2.4792,200000,<1H OCEAN
-118.38,34.17,33,1588,392,2.8208,238500,<1H OCEAN
-118.39,34.17,40,1696,385,3.6563,222400,<1H OCEAN
-118.37,34.18,36,1608,374,2.9728,190200,<1H OCEAN
-118.37,34.18,42,1140,252,3.3958,178400,<1H OCEAN
-118.38,34.18,44,901,179,3.3125,186400,<1H OCEAN
-118.38,34.19,30,977,258,1.9866,177400,<1H OCEAN
-118.37,34.18,35,2949,746,2.9228,177300,<1H OCEAN
-118.38,34.18,32,3553,1010,2.5603,174200,<1H OCEAN
-118.36,34.18,31,1109,334,2.3056,200000,<1H OCEAN
-118.36,34.17,31,1939,466,2.5234,199500,<1H OCEAN
-118.37,34.17,42,1713,427,3.2596,191800,<1H OCEAN
-118.41,34.18,35,2785,614,3.9038,276100,<1H OCEAN
-118.41,34.17,27,3277,615,3.875,366100,<1H OCEAN
-118.41,34.18,35,1975,406,4.375,291700,<1H OCEAN
-118.43,34.17,32,3202,621,3.4449,292900,<1H OCEAN
-118.43,34.17,35,2922,485,5.451,341800,<1H OCEAN
-118.43,34.17,37,1982,340,5.9275,336900,<1H OCEAN
-118.43,34.16,34,2459,463,4.0347,353600,<1H OCEAN
-118.43,34.16,41,2050,490,3.4208,343400,<1H OCEAN
-118.43,34.16,40,1134,187,4.569,333900,<1H OCEAN
-118.42,34.15,27,2795,535,5.1496,365000,<1H OCEAN
-118.42,34.17,31,2235,370,6.1359,359700,<1H OCEAN
-118.42,34.16,28,4664,961,3.9028,367900,<1H OCEAN
-118.41,34.16,14,577,130,4.1875,275000,<1H OCEAN
-118.42,34.16,25,2769,545,3.6641,386100,<1H OCEAN
-118.4,34.17,24,4443,1180,2.2652,269200,<1H OCEAN
-118.4,34.17,24,6347,1492,3.3545,221500,<1H OCEAN
-118.39,34.17,28,2790,697,3.2052,283600,<1H OCEAN
-118.39,34.17,26,6429,1491,3.1929,265200,<1H OCEAN
-118.39,34.16,46,1582,283,5.1169,414300,<1H OCEAN
-118.39,34.16,37,1388,258,5.1584,444700,<1H OCEAN
-118.38,34.17,30,2016,557,2.7708,192300,<1H OCEAN
-118.38,34.16,46,2609,585,3.3177,309400,<1H OCEAN
-118.38,34.16,31,2197,474,3.7312,319400,<1H OCEAN
-118.36,34.17,44,2295,528,2.3851,194100,<1H OCEAN
-118.37,34.17,15,3327,857,2.3784,185400,<1H OCEAN
-118.37,34.17,42,600,181,2.4107,184400,<1H OCEAN
-118.37,34.17,10,1431,429,2.2756,221400,<1H OCEAN
-118.37,34.17,6,854,321,0.8198,325000,<1H OCEAN
-118.37,34.16,6,6526,1790,2.7231,250000,<1H OCEAN
-118.37,34.16,10,2606,680,3.6128,225000,<1H OCEAN
-118.37,34.16,25,2450,578,3.6375,262500,<1H OCEAN
-118.37,34.16,40,1973,352,4.4122,282300,<1H OCEAN
-118.36,34.16,43,2850,670,2.4835,274300,<1H OCEAN
-118.36,34.16,32,2455,493,4.0764,325000,<1H OCEAN
-118.37,34.16,17,4150,1041,3.5051,232400,<1H OCEAN
-118.37,34.16,11,2901,789,3.1106,209400,<1H OCEAN
-118.36,34.16,45,1755,342,5.1423,322900,<1H OCEAN
-118.36,34.16,42,2304,429,4.3542,417900,<1H OCEAN
-118.43,34.2,20,4090,1053,2.773,140500,<1H OCEAN
-118.43,34.21,26,2867,640,4.125,226500,<1H OCEAN
-118.44,34.2,28,1732,417,2.9219,241300,<1H OCEAN
-118.44,34.21,20,5756,1369,3.2448,221200,<1H OCEAN
-118.45,34.21,30,2331,707,2.1888,195600,<1H OCEAN
-118.45,34.2,19,3666,1090,2.9688,202100,<1H OCEAN
-118.46,34.2,13,2926,802,3.5255,202700,<1H OCEAN
-118.46,34.21,7,2081,535,3.5,186900,<1H OCEAN
-118.47,34.21,34,2512,584,2.9735,220000,<1H OCEAN
-118.47,34.2,20,3939,1002,2.9025,229100,<1H OCEAN
-118.48,34.21,25,2879,649,3.3864,197400,<1H OCEAN
-118.48,34.2,26,2027,513,2.8974,189900,<1H OCEAN
-118.48,34.22,22,3430,1092,2.1974,93800,<1H OCEAN
-118.49,34.21,25,1131,420,1.3565,225000,<1H OCEAN
-118.49,34.19,23,2087,553,3.1667,202000,<1H OCEAN
-118.49,34.2,35,1109,202,5.2118,215800,<1H OCEAN
-118.5,34.2,34,1617,305,3.915,217700,<1H OCEAN
-118.48,34.2,12,3831,967,2.4375,255400,<1H OCEAN
-118.48,34.2,23,2850,777,2.6957,191700,<1H OCEAN
-118.48,34.19,20,5699,1381,2.8646,221100,<1H OCEAN
-118.48,34.19,36,2058,423,3.8833,210400,<1H OCEAN
-118.47,34.2,25,4590,1195,2.7118,281700,<1H OCEAN
-118.47,34.19,33,3879,843,3.892,292900,<1H OCEAN
-118.45,34.2,27,1572,455,2.5562,190500,<1H OCEAN
-118.45,34.2,18,2729,742,2.5842,230800,<1H OCEAN
-118.46,34.2,22,4855,1258,3.0893,205600,<1H OCEAN
-118.45,34.19,37,1073,253,2.4667,192200,<1H OCEAN
-118.46,34.19,20,5992,1632,2.7237,233500,<1H OCEAN
-118.46,34.19,35,1491,309,6.1142,256300,<1H OCEAN
-118.43,34.2,29,3051,679,3.1118,238100,<1H OCEAN
-118.44,34.2,36,2698,554,2.7375,234900,<1H OCEAN
-118.44,34.2,35,1717,495,2.5197,225600,<1H OCEAN
-118.44,34.2,17,2934,889,2.936,232500,<1H OCEAN
-118.43,34.19,27,3440,712,4.125,245500,<1H OCEAN
-118.44,34.19,37,1516,347,5,243600,<1H OCEAN
-118.44,34.19,19,3487,835,2.6709,215500,<1H OCEAN
-118.44,34.19,29,1599,438,2.4583,199100,<1H OCEAN
-118.43,34.18,22,2052,572,2.6364,271100,<1H OCEAN
-118.44,34.18,36,2077,528,2.2326,221000,<1H OCEAN
-118.44,34.19,11,2891,768,2.891,178100,<1H OCEAN
-118.44,34.18,17,1546,556,2.1977,154200,<1H OCEAN
-118.45,34.19,11,2479,855,2.2264,181300,<1H OCEAN
-118.45,34.18,22,2516,713,2.0192,158300,<1H OCEAN
-118.46,34.18,27,2582,718,3.0877,174200,<1H OCEAN
-118.47,34.19,41,1104,196,5.0929,225000,<1H OCEAN
-118.45,34.18,39,1810,380,3.7171,228800,<1H OCEAN
-118.45,34.18,34,1843,417,3.6875,246400,<1H OCEAN
-118.46,34.18,33,1791,397,4.5081,251400,<1H OCEAN
-118.46,34.18,35,1819,419,3.4583,253200,<1H OCEAN
-118.44,34.18,35,972,256,2.2461,215000,<1H OCEAN
-118.44,34.17,25,4966,958,3.8081,286700,<1H OCEAN
-118.45,34.18,33,2077,450,3.6019,225000,<1H OCEAN
-118.43,34.18,25,3830,1017,2.6238,210000,<1H OCEAN
-118.44,34.18,33,2127,391,4.375,286100,<1H OCEAN
-118.43,34.17,33,1679,412,2.6979,266000,<1H OCEAN
-118.43,34.17,34,2180,429,4.4464,353100,<1H OCEAN
-118.44,34.17,29,2685,599,3.2763,279400,<1H OCEAN
-118.43,34.16,34,2622,476,4.0474,379700,<1H OCEAN
-118.44,34.16,35,3080,623,4.1218,328500,<1H OCEAN
-118.44,34.16,33,1616,311,4.0391,337500,<1H OCEAN
-118.45,34.16,22,4982,1220,3.7105,272600,<1H OCEAN
-118.45,34.17,21,2152,470,3.2386,277300,<1H OCEAN
-118.45,34.17,33,3100,658,4.3333,261300,<1H OCEAN
-118.46,34.17,24,2814,620,4.1875,309300,<1H OCEAN
-118.46,34.17,22,6707,1610,3.1478,273700,<1H OCEAN
-118.45,34.16,33,2544,492,4.475,314800,<1H OCEAN
-118.46,34.16,28,2795,545,4.4423,280400,<1H OCEAN
-118.46,34.16,26,2548,540,4.3839,299100,<1H OCEAN
-118.54,34.21,22,6064,1697,2.875,227100,<1H OCEAN
-118.54,34.21,32,2593,547,3.9886,199200,<1H OCEAN
-118.54,34.22,35,1664,309,4.6731,224100,<1H OCEAN
-118.54,34.2,37,1600,366,4.1597,201600,<1H OCEAN
-118.54,34.19,33,2205,419,4.1319,203700,<1H OCEAN
-118.51,34.22,36,2794,472,4.3462,222100,<1H OCEAN
-118.5,34.21,36,1254,245,4.9643,236100,<1H OCEAN
-118.5,34.21,36,1656,308,5.5675,215900,<1H OCEAN
-118.51,34.22,36,1952,392,4.185,209200,<1H OCEAN
-118.51,34.21,36,2396,398,4.7,223600,<1H OCEAN
-118.51,34.22,36,1493,272,4.8646,213200,<1H OCEAN
-118.52,34.22,35,1275,226,5.0282,195400,<1H OCEAN
-118.52,34.22,35,1620,248,5.5209,203300,<1H OCEAN
-118.52,34.21,36,2394,427,4.3261,206700,<1H OCEAN
-118.52,34.21,34,1663,282,5.1265,211000,<1H OCEAN
-118.53,34.22,29,4101,867,4.6607,199800,<1H OCEAN
-118.53,34.21,18,3124,725,2.9389,213200,<1H OCEAN
-118.55,34.21,35,2592,434,5.0623,246400,<1H OCEAN
-118.56,34.22,35,1843,317,4.4271,205100,<1H OCEAN
-118.56,34.21,36,1286,248,3.5333,196800,<1H OCEAN
-118.56,34.22,34,1599,306,4.3194,197000,<1H OCEAN
-118.55,34.21,33,3910,810,3.8247,208700,<1H OCEAN
-118.56,34.21,13,8327,1773,3.7313,189800,<1H OCEAN
-118.52,34.2,35,2891,581,4.3571,199800,<1H OCEAN
-118.53,34.2,33,3270,763,3.225,205300,<1H OCEAN
-118.5,34.21,35,1668,311,4.5125,200300,<1H OCEAN
-118.51,34.2,35,1614,330,4.1806,209000,<1H OCEAN
-118.51,34.2,37,2066,414,4.0924,188400,<1H OCEAN
-118.52,34.21,36,1328,273,4.5648,193700,<1H OCEAN
-118.5,34.2,42,1558,334,2.2304,203800,<1H OCEAN
-118.51,34.2,33,2327,472,4.2344,262500,<1H OCEAN
-118.51,34.2,34,2871,535,3.7049,227500,<1H OCEAN
-118.51,34.19,35,2537,421,5.3028,229200,<1H OCEAN
-118.51,34.19,38,2182,379,4.2865,221100,<1H OCEAN
-118.5,34.2,18,4249,909,4.1304,229100,<1H OCEAN
-118.5,34.19,35,2720,445,5.0796,228300,<1H OCEAN
-118.5,34.19,26,2156,470,4,224700,<1H OCEAN
-118.52,34.2,19,4315,1222,2.6437,195000,<1H OCEAN
-118.52,34.2,37,1795,354,4.9102,207200,<1H OCEAN
-118.53,34.2,26,2221,603,2.8701,191100,<1H OCEAN
-118.55,34.2,21,2549,628,3.6905,179800,<1H OCEAN
-118.55,34.19,18,5862,1280,3.1106,170600,<1H OCEAN
-118.55,34.2,31,1963,415,3.5313,211800,<1H OCEAN
-118.52,34.19,42,881,163,2.9511,203900,<1H OCEAN
-118.52,34.19,37,1560,284,3.8516,206900,<1H OCEAN
-118.52,34.19,37,1892,343,4.8295,212100,<1H OCEAN
-118.53,34.19,32,2618,633,2.625,192300,<1H OCEAN
-118.52,34.18,34,2307,427,4.2143,245400,<1H OCEAN
-118.53,34.18,26,4175,778,4.2083,240300,<1H OCEAN
-118.56,34.2,36,1544,286,4.175,190900,<1H OCEAN
-118.56,34.2,35,2273,403,4.0789,196700,<1H OCEAN
-118.56,34.19,35,782,140,5.4548,201400,<1H OCEAN
-118.56,34.19,34,1237,221,3.9615,183600,<1H OCEAN
-118.56,34.19,34,2579,517,4.433,235100,<1H OCEAN
-118.56,34.18,36,1366,270,4.8264,251000,<1H OCEAN
-118.54,34.19,22,3380,737,2.5739,239200,<1H OCEAN
-118.54,34.18,25,1938,425,3.9632,240300,<1H OCEAN
-118.55,34.19,36,978,192,4.675,222500,<1H OCEAN
-118.55,34.19,31,1856,360,4.3654,223800,<1H OCEAN
-118.58,34.21,24,2642,633,3.0187,217700,<1H OCEAN
-118.59,34.21,26,2335,645,2.9974,178800,<1H OCEAN
-118.59,34.2,18,847,178,5.2149,201900,<1H OCEAN
-118.58,34.2,37,1389,249,5.015,220900,<1H OCEAN
-118.57,34.22,27,2795,586,3.7798,258400,<1H OCEAN
-118.57,34.21,23,4891,765,5.8798,270500,<1H OCEAN
-118.57,34.22,17,3262,708,4.1359,255200,<1H OCEAN
-118.58,34.21,13,6227,1226,4.0313,299300,<1H OCEAN
-118.58,34.22,35,2560,468,5.6345,228200,<1H OCEAN
-118.58,34.21,27,2209,344,4.7125,250900,<1H OCEAN
-118.59,34.21,34,1943,305,5.0462,227700,<1H OCEAN
-118.59,34.21,34,2389,514,4.8333,225400,<1H OCEAN
-118.6,34.21,21,9512,2387,2.8039,227500,<1H OCEAN
-118.61,34.21,34,3494,576,5.6407,251500,<1H OCEAN
-118.62,34.22,33,1636,289,5.6356,241300,<1H OCEAN
-118.62,34.21,26,3234,513,6.1074,258600,<1H OCEAN
-118.62,34.22,34,2633,428,4.0909,232900,<1H OCEAN
-118.61,34.21,41,1058,245,3.3534,180500,<1H OCEAN
-118.61,34.2,16,1718,475,3.6296,160900,<1H OCEAN
-118.61,34.21,33,2609,406,5.4527,227100,<1H OCEAN
-118.62,34.2,23,3098,492,5.7613,235800,<1H OCEAN
-118.63,34.21,31,3952,588,5.5709,244800,<1H OCEAN
-118.64,34.22,16,4312,574,8.4438,390000,<1H OCEAN
-118.65,34.2,23,7480,1058,6.9223,338400,<1H OCEAN
-118.62,34.2,32,3233,545,5.0025,234900,<1H OCEAN
-118.63,34.2,19,7411,950,6.7785,336100,<1H OCEAN
-118.59,34.21,17,2737,785,2.5797,183500,<1H OCEAN
-118.59,34.2,21,1789,677,2.754,179800,<1H OCEAN
-118.6,34.2,10,2869,829,3.2297,150000,<1H OCEAN
-118.6,34.21,19,2581,784,2.6159,182300,<1H OCEAN
-118.56,34.2,35,1770,355,5.0483,221000,<1H OCEAN
-118.57,34.21,36,878,179,4.1181,190400,<1H OCEAN
-118.57,34.2,18,7157,1699,3.1818,208000,<1H OCEAN
-118.58,34.2,21,2979,692,3.5,223700,<1H OCEAN
-118.56,34.19,36,2600,426,4.1111,215600,<1H OCEAN
-118.57,34.2,36,2559,445,4.5568,201500,<1H OCEAN
-118.57,34.2,33,1759,315,5.223,209200,<1H OCEAN
-118.58,34.2,35,1558,249,5.1463,220200,<1H OCEAN
-118.58,34.2,35,1323,216,4.233,221300,<1H OCEAN
-118.56,34.19,34,2185,347,4.8125,266700,<1H OCEAN
-118.58,34.19,35,2329,336,3.8839,224900,<1H OCEAN
-118.58,34.19,27,4286,1033,3.3125,222800,<1H OCEAN
-118.58,34.19,15,3061,1078,2.85,187500,<1H OCEAN
-118.58,34.18,28,908,143,5.6159,340500,<1H OCEAN
-118.62,34.2,29,2421,388,5.0309,244800,<1H OCEAN
-118.62,34.18,25,3124,439,6.4044,333100,<1H OCEAN
-118.62,34.19,35,1934,315,5.5101,267400,<1H OCEAN
-118.61,34.2,29,1673,270,5.5191,245800,<1H OCEAN
-118.61,34.19,28,3824,701,4.1154,246400,<1H OCEAN
-118.61,34.19,34,703,127,4.3125,210100,<1H OCEAN
-118.6,34.19,16,14912,3302,2.8312,213900,<1H OCEAN
-118.63,34.19,32,3568,563,5.1529,259600,<1H OCEAN
-118.63,34.18,32,1646,233,6.6689,433000,<1H OCEAN
-118.64,34.19,30,2399,377,6.0094,245600,<1H OCEAN
-118.64,34.19,33,3017,470,5.6163,248400,<1H OCEAN
-118.64,34.18,33,3808,615,5.1641,263400,<1H OCEAN
-118.64,34.19,28,3274,521,4.4167,247300,<1H OCEAN
-118.65,34.18,27,1793,326,4.925,240300,<1H OCEAN
-118.65,34.19,27,2772,497,5.2016,243000,<1H OCEAN
-118.66,34.19,23,7544,1043,7.642,374900,<1H OCEAN
-118.63,34.17,33,4769,743,5.5798,338200,<1H OCEAN
-118.64,34.17,26,6767,883,7.7846,409000,<1H OCEAN
-118.57,34.18,36,2981,413,6.5304,439800,<1H OCEAN
-118.57,34.17,35,2072,342,6.0928,327300,<1H OCEAN
-118.58,34.17,29,3393,587,6.2064,334900,<1H OCEAN
-118.59,34.18,7,11853,2447,4.2009,271300,<1H OCEAN
-118.61,34.17,19,5944,1250,3.8819,328900,<1H OCEAN
-118.62,34.17,32,1491,296,3.0404,262800,<1H OCEAN
-118.62,34.17,34,3268,519,6.8482,308300,<1H OCEAN
-118.63,34.18,33,5252,730,6.7977,389700,<1H OCEAN
-118.65,34.18,26,4607,643,7.4918,367600,<1H OCEAN
-118.66,34.18,25,6612,843,8.3912,419000,<1H OCEAN
-118.61,34.17,31,1689,360,4,278500,<1H OCEAN
-118.61,34.15,32,4491,749,4.9102,319100,<1H OCEAN
-118.61,34.16,29,4364,624,6.8107,367400,<1H OCEAN
-118.63,34.16,33,2896,411,6.0192,347700,<1H OCEAN
-118.63,34.16,30,3346,495,7.457,392700,<1H OCEAN
-118.62,34.15,26,5661,780,7.9814,409900,<1H OCEAN
-118.59,34.17,36,1887,329,5.4847,296000,<1H OCEAN
-118.6,34.16,37,3441,544,4.1656,313100,<1H OCEAN
-118.6,34.16,32,3999,631,6.0794,338500,<1H OCEAN
-118.58,34.15,21,3856,535,8.4196,450700,<1H OCEAN
-118.59,34.15,29,2023,304,6.7694,369700,<1H OCEAN
-118.6,34.15,28,4570,695,6.14,361900,<1H OCEAN
-118.59,34.14,19,1303,145,10.5511,483100,<1H OCEAN
-118.49,34.18,31,3073,684,4.8984,311700,<1H OCEAN
-118.51,34.18,37,1893,324,4.8036,295300,<1H OCEAN
-118.51,34.17,31,3252,760,3.1885,219000,<1H OCEAN
-118.52,34.18,43,1700,349,3.675,213100,<1H OCEAN
-118.52,34.18,46,2082,393,3.6534,216000,<1H OCEAN
-118.52,34.18,42,1611,386,3.1923,221800,<1H OCEAN
-118.53,34.17,18,6430,1348,3.855,243800,<1H OCEAN
-118.54,34.17,11,1080,160,6.1274,315900,<1H OCEAN
-118.55,34.18,32,3011,525,5.0605,311000,<1H OCEAN
-118.56,34.18,39,1819,278,5.4088,457300,<1H OCEAN
-118.54,34.18,17,7214,1823,3.0943,174500,<1H OCEAN
-118.53,34.18,16,7194,1894,3.1887,189300,<1H OCEAN
-118.54,34.17,34,2458,373,5.6738,443600,<1H OCEAN
-118.54,34.17,25,3352,860,2.8528,425000,<1H OCEAN
-118.52,34.17,20,17377,4204,3.2154,259600,<1H OCEAN
-118.52,34.16,39,2693,435,5.17,335400,<1H OCEAN
-118.53,34.16,32,3554,750,3.6141,290600,<1H OCEAN
-118.5,34.16,34,3547,500,7.139,424000,<1H OCEAN
-118.5,34.17,37,880,155,4.1429,303600,<1H OCEAN
-118.43,34.15,28,6270,1497,3.2241,295800,<1H OCEAN
-118.43,34.15,42,1293,217,7.672,467600,<1H OCEAN
-118.43,34.15,26,2900,590,3.7125,447400,<1H OCEAN
-118.43,34.15,31,1856,426,2.8448,360600,<1H OCEAN
-118.44,34.15,29,5474,1326,3.415,382500,<1H OCEAN
-118.44,34.15,15,4420,1016,4.6375,359100,<1H OCEAN
-118.44,34.15,37,1335,279,3.2813,301700,<1H OCEAN
-118.44,34.15,38,1387,343,2.9352,304500,<1H OCEAN
-118.45,34.16,22,7828,1922,3.6171,318300,<1H OCEAN
-118.45,34.15,10,1091,266,4.1727,332600,<1H OCEAN
-118.45,34.15,20,3876,753,4.5656,478400,<1H OCEAN
-118.46,34.16,38,1495,280,3.4698,265400,<1H OCEAN
-118.46,34.16,16,4590,1139,3.8273,334900,<1H OCEAN
-118.47,34.15,7,6306,1299,4.642,457300,<1H OCEAN
-118.47,34.16,30,3823,612,4.6,392500,<1H OCEAN
-118.48,34.15,31,2536,424,5.4591,495500,<1H OCEAN
-118.45,34.14,33,1741,267,7.9625,490800,<1H OCEAN
-118.36,34.15,34,3659,835,3.6202,366100,<1H OCEAN
-118.37,34.15,23,4604,1227,3.1373,263100,<1H OCEAN
-118.37,34.15,29,2630,573,3.3669,376100,<1H OCEAN
-118.38,34.16,42,2358,523,3.1289,320600,<1H OCEAN
-118.38,34.15,36,2933,579,4.3036,365900,<1H OCEAN
-118.39,34.15,29,3110,642,4.2031,394400,<1H OCEAN
-118.39,34.15,29,917,183,3.4612,425000,<1H OCEAN
-118.39,34.16,20,4084,987,3.2388,256300,<1H OCEAN
-118.4,34.15,31,3881,846,3.0398,369100,<1H OCEAN
-118.41,34.15,33,4032,869,4.3468,425900,<1H OCEAN
-118.42,34.15,48,680,126,4.615,371400,<1H OCEAN
-118.42,34.15,18,1880,333,4.3214,372300,<1H OCEAN
-118.42,34.15,31,1861,360,5.2853,355900,<1H OCEAN
-118.42,34.16,17,277,59,4.0208,341700,<1H OCEAN
-118.42,34.16,46,54,6,0.536,375000,<1H OCEAN
-118.4,34.15,41,2394,417,4.3889,380400,<1H OCEAN
-118.4,34.15,44,2515,484,5.0754,374500,<1H OCEAN
-118.41,34.15,24,3891,830,4.1656,364700,<1H OCEAN
-118.41,34.15,46,1628,258,6.083,424000,<1H OCEAN
-118.36,34.14,30,1376,320,3.6823,295200,<1H OCEAN
-118.37,34.14,8,4382,1411,3.5714,197900,<1H OCEAN
-118.37,34.14,21,4670,1094,3.7986,367700,<1H OCEAN
-118.38,34.14,42,1253,224,7.7112,386700,<1H OCEAN
-118.39,34.14,19,5076,960,5.5683,309200,<1H OCEAN
-118.39,34.15,36,2696,659,3.1146,373500,<1H OCEAN
