year,age,sex,maritl,race,education,wage
2006,49,1. Male,2. Married,1. White,5. Advanced Degree,138.2991269
2005,44,1. Male,2. Married,1. White,4. College Grad,118.5567764
2009,50,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2009,58,1. Male,2. Married,3. Asian,4. College Grad,114.4757133
2004,45,1. Male,1. Never Married,1. White,4. College Grad,150.0132863
2005,44,1. Male,2. Married,1. White,3. Some College,97.49329405
2005,35,1. Male,4. Divorced,1. White,4. College Grad,90.48191336
2005,59,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2009,45,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2004,51,1. Male,2. Married,1. White,4. College Grad,150.9627835
2006,61,1. Male,2. Married,1. White,3. Some College,130.9821774
2008,45,1. Male,2. Married,1. White,2. HS Grad,145.1436012
2003,34,1. Male,1. Never Married,1. White,4. College Grad,90.48191336
2007,33,1. Male,2. Married,1. White,4. College Grad,113.5670896
2005,45,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2009,50,1. Male,1. Never Married,1. White,5. Advanced Degree,157.7005277
2006,50,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2005,39,1. Male,2. Married,1. White,3. Some College,84.04595765
2009,26,1. Male,1. Never Married,1. White,4. College Grad,160.6436382
2007,49,1. Male,2. Married,1. White,2. HS Grad,47.90556704
2003,20,1. Male,1. Never Married,1. White,2. HS Grad,59.09706408
2003,31,1. Male,2. Married,1. White,4. College Grad,81.28325328
2007,49,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2007,56,1. Male,1. Never Married,2. Black,2. HS Grad,87.98103279
2005,61,1. Male,2. Married,1. White,4. College Grad,143.8085568
2005,56,1. Male,5. Separated,1. White,2. HS Grad,110.7826503
2009,51,1. Male,2. Married,1. White,4. College Grad,118.8843593
2004,42,1. Male,2. Married,1. White,1. < HS Grad,120.5894365
2004,45,1. Male,2. Married,1. White,4. College Grad,272.2947832
2006,30,1. Male,2. Married,1. White,5. Advanced Degree,105.3758927
2005,48,1. Male,1. Never Married,1. White,4. College Grad,69.01087662
2009,33,1. Male,2. Married,1. White,5. Advanced Degree,87.98103279
2007,50,1. Male,2. Married,1. White,3. Some College,89.24288466
2003,31,1. Male,2. Married,3. Asian,5. Advanced Degree,171.7651326
2003,48,1. Male,2. Married,1. White,4. College Grad,133.2323508
2005,35,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2009,47,1. Male,2. Married,2. Black,3. Some College,92.89584479
2007,45,1. Male,2. Married,1. White,4. College Grad,148.4131591
2009,52,1. Male,2. Married,1. White,2. HS Grad,119.7425563
2007,46,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2007,47,1. Male,2. Married,3. Asian,4. College Grad,105.9278108
2009,49,1. Male,2. Married,1. White,2. HS Grad,267.9010869
2007,36,1. Male,2. Married,1. White,1. < HS Grad,104.9215065
2005,51,1. Male,2. Married,1. White,4. College Grad,127.1157438
2008,46,1. Male,2. Married,1. White,2. HS Grad,157.7005277
2004,37,1. Male,2. Married,3. Asian,4. College Grad,148.4131591
2005,23,1. Male,1. Never Married,1. White,3. Some College,65.11085372
2008,43,1. Male,2. Married,1. White,4. College Grad,104.9215065
2006,34,1. Male,2. Married,3. Asian,4. College Grad,78.3924668
2008,58,1. Male,2. Married,1. White,2. HS Grad,139.2137881
2009,44,1. Male,1. Never Married,3. Asian,4. College Grad,112.6488963
2008,61,1. Male,2. Married,1. White,4. College Grad,79.85490031
2005,40,1. Male,4. Divorced,1. White,1. < HS Grad,65.11085372
2003,37,1. Male,2. Married,1. White,3. Some College,111.7208494
2003,33,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2004,38,1. Male,2. Married,1. White,3. Some College,176.9896505
2006,41,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2005,30,1. Male,2. Married,2. Black,2. HS Grad,104.9215065
2003,51,1. Male,2. Married,1. White,1. < HS Grad,70.81503862
2003,39,1. Male,1. Never Married,1. White,3. Some College,94.07271475
2006,56,1. Male,2. Married,2. Black,3. Some College,127.1157438
2007,44,1. Male,1. Never Married,1. White,2. HS Grad,97.49329405
2005,51,1. Male,4. Divorced,1. White,5. Advanced Degree,109.8339856
2006,35,1. Male,2. Married,1. White,2. HS Grad,75.19962815
2009,27,1. Male,1. Never Married,1. White,2. HS Grad,65.11085372
2003,47,1. Male,2. Married,1. White,3. Some College,146.4628385
2007,51,1. Male,2. Married,3. Asian,3. Some College,81.28325328
2006,41,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2005,63,1. Male,2. Married,1. White,1. < HS Grad,73.77574327
2009,61,1. Male,1. Never Married,1. White,2. HS Grad,65.11085372
2004,46,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2009,33,1. Male,1. Never Married,1. White,3. Some College,79.85490031
2009,35,1. Male,5. Separated,1. White,1. < HS Grad,73.77574327
2003,28,1. Male,2. Married,1. White,5. Advanced Degree,87.98103279
2007,50,1. Male,2. Married,3. Asian,3. Some College,118.8843593
2007,41,1. Male,2. Married,1. White,5. Advanced Degree,284.5247409
2008,23,1. Male,2. Married,1. White,4. College Grad,118.8843593
2004,45,1. Male,2. Married,1. White,3. Some College,106.9218141
2007,63,1. Male,2. Married,1. White,5. Advanced Degree,100.0134869
2006,59,1. Male,2. Married,2. Black,3. Some College,108.8745258
2005,30,1. Male,2. Married,1. White,4. College Grad,114.4757133
2003,30,1. Male,2. Married,1. White,5. Advanced Degree,115.3750386
2007,45,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2005,42,1. Male,2. Married,1. White,2. HS Grad,79.85490031
2009,57,1. Male,2. Married,1. White,1. < HS Grad,106.9218141
2003,52,1. Male,4. Divorced,1. White,3. Some College,22.96240068
2003,54,1. Male,2. Married,1. White,3. Some College,115.1824551
2005,30,1. Male,2. Married,1. White,3. Some College,103.9024706
2003,47,1. Male,2. Married,1. White,4. College Grad,184.4694642
2003,38,1. Male,1. Never Married,1. White,3. Some College,314.3293364
2003,47,1. Male,2. Married,1. White,3. Some College,99.6894637
2008,39,1. Male,1. Never Married,1. White,4. College Grad,128.6804882
2005,50,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2003,47,1. Male,2. Married,1. White,2. HS Grad,54.59815003
2004,45,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2007,44,1. Male,2. Married,1. White,1. < HS Grad,118.8843593
2003,52,1. Male,2. Married,1. White,2. HS Grad,92.16112203
2004,42,1. Male,2. Married,1. White,4. College Grad,127.1157438
2004,18,1. Male,1. Never Married,1. White,1. < HS Grad,41.7049905
2006,56,1. Male,2. Married,1. White,4. College Grad,109.8339856
2004,50,1. Male,2. Married,3. Asian,5. Advanced Degree,82.6796373
2006,50,1. Male,2. Married,1. White,5. Advanced Degree,277.7994802
2006,53,1. Male,1. Never Married,1. White,3. Some College,99.6894637
2009,38,1. Male,2. Married,1. White,5. Advanced Degree,176.9896505
2004,27,1. Male,1. Never Married,1. White,1. < HS Grad,84.04595765
2004,56,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,81.28325328
2003,56,1. Male,2. Married,1. White,4. College Grad,130.9821774
2007,50,1. Male,2. Married,1. White,1. < HS Grad,127.1157438
2005,49,1. Male,1. Never Married,1. White,2. HS Grad,72.15045568
2005,42,1. Male,1. Never Married,1. White,3. Some College,104.9215065
2009,50,1. Male,2. Married,1. White,5. Advanced Degree,186.8766776
2003,53,1. Male,2. Married,1. White,4. College Grad,176.9896505
2007,28,1. Male,2. Married,1. White,2. HS Grad,139.7030715
2003,45,1. Male,2. Married,1. White,2. HS Grad,73.77574327
2009,24,1. Male,1. Never Married,1. White,2. HS Grad,66.22940829
2003,25,1. Male,1. Never Married,1. White,1. < HS Grad,81.28325328
2004,38,1. Male,2. Married,1. White,4. College Grad,104.9215065
2009,47,1. Male,2. Married,1. White,4. College Grad,109.8339856
2003,38,1. Male,2. Married,1. White,4. College Grad,154.685293
2007,33,1. Male,2. Married,1. White,3. Some College,106.9218141
2006,39,1. Male,2. Married,1. White,5. Advanced Degree,277.7994802
2005,52,1. Male,4. Divorced,1. White,2. HS Grad,87.98103279
2005,46,1. Male,4. Divorced,1. White,2. HS Grad,90.48191336
2004,42,1. Male,2. Married,1. White,2. HS Grad,106.9218141
2003,61,1. Male,2. Married,1. White,2. HS Grad,56.90553914
2005,32,1. Male,1. Never Married,1. White,2. HS Grad,81.28325328
2009,42,1. Male,4. Divorced,2. Black,2. HS Grad,107.9039239
2006,61,1. Male,2. Married,1. White,5. Advanced Degree,196.1252726
2009,27,1. Male,2. Married,1. White,2. HS Grad,91.69922611
2008,45,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2003,58,1. Male,2. Married,1. White,4. College Grad,32.36641317
2007,25,1. Male,1. Never Married,1. White,4. College Grad,104.9215065
2007,34,1. Male,2. Married,1. White,1. < HS Grad,100.7642728
2005,44,1. Male,2. Married,2. Black,3. Some College,85.38394038
2007,40,1. Male,2. Married,1. White,3. Some College,82.6796373
2007,51,1. Male,2. Married,2. Black,4. College Grad,97.49329405
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,121.0108266
2009,64,1. Male,2. Married,1. White,4. College Grad,133.9715001
2003,54,1. Male,2. Married,1. White,3. Some College,148.4131591
2008,42,1. Male,1. Never Married,1. White,4. College Grad,104.9215065
2007,31,1. Male,2. Married,3. Asian,2. HS Grad,81.28325328
2003,25,1. Male,1. Never Married,1. White,4. College Grad,90.48191336
2006,32,1. Male,2. Married,1. White,3. Some College,106.9218141
2007,51,1. Male,2. Married,1. White,1. < HS Grad,114.4757133
2007,75,1. Male,2. Married,2. Black,1. < HS Grad,53.39534689
2003,28,1. Male,2. Married,4. Other,2. HS Grad,87.98103279
2009,28,1. Male,1. Never Married,1. White,2. HS Grad,66.22940829
2007,32,1. Male,1. Never Married,1. White,5. Advanced Degree,96.37065283
2006,53,1. Male,2. Married,1. White,5. Advanced Degree,272.4032258
2008,36,1. Male,2. Married,1. White,3. Some College,97.15827504
2004,43,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2004,51,1. Male,2. Married,1. White,4. College Grad,123.0896998
2005,35,1. Male,2. Married,2. Black,4. College Grad,99.6894637
2004,46,1. Male,5. Separated,1. White,2. HS Grad,94.07271475
2003,38,1. Male,2. Married,1. White,4. College Grad,81.28325328
2004,43,1. Male,2. Married,3. Asian,4. College Grad,154.685293
2004,39,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2007,37,1. Male,4. Divorced,1. White,3. Some College,123.0896998
2008,59,1. Male,4. Divorced,1. White,5. Advanced Degree,73.77574327
2003,33,1. Male,2. Married,1. White,4. College Grad,107.9039239
2007,23,1. Male,1. Never Married,1. White,3. Some College,73.77574327
2006,37,1. Male,1. Never Married,1. White,3. Some College,87.98103279
2005,40,1. Male,2. Married,1. White,2. HS Grad,27.14057921
2006,25,1. Male,2. Married,1. White,3. Some College,94.07271475
2008,27,1. Male,1. Never Married,1. White,4. College Grad,102.4535576
2004,47,1. Male,2. Married,1. White,5. Advanced Degree,272.2947832
2008,52,1. Male,2. Married,2. Black,4. College Grad,94.07271475
2007,23,1. Male,1. Never Married,1. White,2. HS Grad,81.28325328
2004,33,1. Male,2. Married,1. White,4. College Grad,87.98103279
2005,37,1. Male,1. Never Married,3. Asian,4. College Grad,109.8339856
2008,34,1. Male,2. Married,1. White,2. HS Grad,80.43020795
2003,51,1. Male,5. Separated,1. White,2. HS Grad,148.4131591
2007,40,1. Male,4. Divorced,1. White,3. Some College,148.4131591
2007,50,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2005,64,1. Male,2. Married,1. White,3. Some College,118.8843593
2008,54,1. Male,2. Married,1. White,1. < HS Grad,80.48744436
2003,50,1. Male,2. Married,2. Black,2. HS Grad,91.69922611
2004,32,1. Male,2. Married,1. White,4. College Grad,109.3556264
2004,37,1. Male,2. Married,2. Black,4. College Grad,104.9215065
2006,19,1. Male,1. Never Married,1. White,1. < HS Grad,65.11085372
2006,32,1. Male,2. Married,1. White,2. HS Grad,76.89360252
2004,42,1. Male,2. Married,1. White,3. Some College,99.6894637
2009,26,1. Male,1. Never Married,1. White,3. Some College,99.6894637
2009,46,1. Male,2. Married,1. White,5. Advanced Degree,157.7005277
2009,18,1. Male,1. Never Married,1. White,1. < HS Grad,49.55533812
2005,43,1. Male,2. Married,1. White,2. HS Grad,90.48191336
2003,62,1. Male,2. Married,1. White,3. Some College,111.7208494
2008,44,1. Male,2. Married,1. White,2. HS Grad,148.4131591
2005,40,1. Male,2. Married,1. White,3. Some College,133.2323508
2006,43,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2004,32,1. Male,1. Never Married,3. Asian,4. College Grad,118.8843593
2006,48,1. Male,1. Never Married,2. Black,2. HS Grad,87.98103279
2009,35,1. Male,2. Married,1. White,3. Some College,109.8339856
2006,61,1. Male,2. Married,1. White,3. Some College,130.9821774
2006,47,1. Male,2. Married,1. White,1. < HS Grad,89.24288466
2005,55,1. Male,4. Divorced,1. White,2. HS Grad,102.8702469
2008,28,1. Male,4. Divorced,4. Other,2. HS Grad,76.89360252
2008,52,1. Male,2. Married,1. White,5. Advanced Degree,149.6950421
2009,27,1. Male,1. Never Married,2. Black,5. Advanced Degree,102.8702469
2006,22,1. Male,2. Married,2. Black,3. Some College,90.48191336
2006,20,1. Male,1. Never Married,1. White,2. HS Grad,69.92912721
2006,42,1. Male,2. Married,1. White,2. HS Grad,106.9218141
2007,29,1. Male,2. Married,1. White,4. College Grad,87.98103279
2003,31,1. Male,1. Never Married,1. White,4. College Grad,109.8339856
2008,59,1. Male,4. Divorced,1. White,3. Some College,151.5914842
2008,36,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2007,32,1. Male,2. Married,1. White,1. < HS Grad,66.96164432
2005,32,1. Male,1. Never Married,1. White,3. Some College,103.9024706
2006,25,1. Male,1. Never Married,1. White,3. Some College,99.6894637
2008,43,1. Male,2. Married,1. White,3. Some College,134.7053751
2008,44,1. Male,1. Never Married,1. White,2. HS Grad,43.73511168
2009,57,1. Male,2. Married,1. White,3. Some College,116.7071546
2006,49,1. Male,2. Married,2. Black,4. College Grad,141.7751723
2007,41,1. Male,2. Married,1. White,2. HS Grad,144.4780877
2006,38,1. Male,2. Married,1. White,4. College Grad,134.7053751
2004,58,1. Male,2. Married,1. White,1. < HS Grad,118.8843593
2004,59,1. Male,2. Married,3. Asian,5. Advanced Degree,189.2441629
2005,39,1. Male,2. Married,1. White,5. Advanced Degree,160.6424754
2006,60,1. Male,2. Married,1. White,3. Some College,96.03165702
2007,56,1. Male,2. Married,1. White,2. HS Grad,111.0651943
2008,44,1. Male,2. Married,1. White,3. Some College,148.4131591
2008,70,1. Male,2. Married,2. Black,3. Some College,99.6894637
2009,27,1. Male,1. Never Married,1. White,4. College Grad,81.28325328
2004,47,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2003,41,1. Male,2. Married,1. White,3. Some College,127.1157438
2008,29,1. Male,2. Married,1. White,3. Some College,104.9215065
2009,42,1. Male,2. Married,1. White,1. < HS Grad,112.6488963
2007,51,1. Male,4. Divorced,1. White,4. College Grad,281.7459706
2009,47,1. Male,2. Married,1. White,2. HS Grad,114.4775211
2008,48,1. Male,2. Married,2. Black,2. HS Grad,111.7208494
2003,39,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2005,23,1. Male,1. Never Married,1. White,2. HS Grad,75.35567932
2007,31,1. Male,2. Married,1. White,3. Some College,119.7408513
2005,59,1. Male,2. Married,1. White,2. HS Grad,118.8843593
2003,19,1. Male,1. Never Married,1. White,1. < HS Grad,27.14057921
2009,42,1. Male,2. Married,1. White,5. Advanced Degree,182.020621
2004,35,1. Male,2. Married,3. Asian,2. HS Grad,65.11085372
2007,38,1. Male,2. Married,1. White,5. Advanced Degree,141.7751723
2006,45,1. Male,2. Married,1. White,3. Some College,114.4757133
2008,58,1. Male,2. Married,1. White,5. Advanced Degree,135.5980598
2006,26,1. Male,1. Never Married,1. White,3. Some College,117.1468169
2003,30,1. Male,1. Never Married,3. Asian,2. HS Grad,99.6894637
2006,54,1. Male,5. Separated,1. White,5. Advanced Degree,277.7994802
2008,38,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2005,44,1. Male,2. Married,3. Asian,2. HS Grad,94.07271475
2003,52,1. Male,2. Married,1. White,4. College Grad,96.37065283
2004,73,1. Male,4. Divorced,1. White,2. HS Grad,75.35567932
2006,65,1. Male,2. Married,1. White,5. Advanced Degree,104.9215065
2003,28,1. Male,2. Married,1. White,4. College Grad,95.23071257
2009,53,1. Male,2. Married,1. White,1. < HS Grad,54.59815003
2006,53,1. Male,2. Married,1. White,3. Some College,89.24288466
2008,52,1. Male,2. Married,1. White,4. College Grad,145.1436012
2009,27,1. Male,1. Never Married,1. White,2. HS Grad,96.86670324
2003,57,1. Male,2. Married,1. White,1. < HS Grad,130.9821774
2004,32,1. Male,1. Never Married,1. White,4. College Grad,84.04595765
2007,51,1. Male,1. Never Married,1. White,2. HS Grad,148.1550467
2008,43,1. Male,2. Married,1. White,2. HS Grad,49.55533812
2004,50,1. Male,2. Married,1. White,3. Some College,141.7751723
2004,53,1. Male,2. Married,1. White,3. Some College,115.3750386
2007,54,1. Male,2. Married,3. Asian,1. < HS Grad,65.11085372
2007,24,1. Male,1. Never Married,1. White,2. HS Grad,85.38394038
2008,40,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2003,30,1. Male,2. Married,1. White,4. College Grad,95.23071257
2003,45,1. Male,2. Married,1. White,4. College Grad,99.6894637
2007,55,1. Male,4. Divorced,1. White,4. College Grad,147.1166892
2003,45,1. Male,1. Never Married,1. White,5. Advanced Degree,140.3982002
2004,44,1. Male,1. Never Married,2. Black,4. College Grad,109.8339856
2004,37,1. Male,3. Widowed,1. White,4. College Grad,127.1157438
2008,41,1. Male,2. Married,1. White,1. < HS Grad,115.3750386
2007,44,1. Male,2. Married,1. White,2. HS Grad,59.09706408
2007,52,1. Male,1. Never Married,1. White,2. HS Grad,76.89360252
2009,55,1. Male,2. Married,1. White,4. College Grad,141.7751723
2003,43,1. Male,2. Married,1. White,2. HS Grad,70.90958587
2009,27,1. Male,1. Never Married,3. Asian,5. Advanced Degree,200.5432623
2006,43,1. Male,2. Married,1. White,2. HS Grad,97.49329405
2007,46,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2003,30,1. Male,2. Married,1. White,3. Some College,186.8766776
2003,43,1. Male,2. Married,1. White,1. < HS Grad,81.28325328
